video_id,clip_id,y_true,pred_v,pred_a,pred_t,mode,video_path,text_len,has_face,has_audio,has_text,label_A,label_V,label_T
video_0001,0025,-0.6,-0.49920654296875,0.036747087,0.2374645769596099,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0001/0025.mp4,8,asd,True,True,-0.2,-0.4,0.0
video_0001,0026,-0.6,-0.468658447265625,0.10496057,-0.4773571193218231,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0001/0026.mp4,9,asd,True,True,0.0,-0.6,-0.6
video_0001,0027,0.0,0.53741455078125,0.36684465,-0.5469996929168701,test,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0001/0027.mp4,21,asd,True,True,-0.4,0.0,-0.8
video_0001,0028,-0.6,-0.1554412841796875,0.10965037,-0.9064592123031616,test,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0001/0028.mp4,12,asd,True,True,-0.6,-0.6,-0.8
video_0001,0029,-0.8,-0.31195068359375,-0.71830827,-0.7590441703796387,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0001/0029.mp4,25,asd,True,True,-0.8,-0.8,-0.8
video_0001,0030,0.2,0.9420166015625,-0.1587868,-0.5455892086029053,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0001/0030.mp4,9,asd,True,True,-0.6,1.0,-0.4
video_0001,0031,0.6,0.74554443359375,-0.37929553,-0.8509067296981812,test,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0001/0031.mp4,8,asd,True,True,-0.8,1.0,-0.8
video_0001,0032,-1.0,0.0118255615234375,-0.7209778,-0.8990980982780457,valid,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0001/0032.mp4,6,asd,True,True,-0.6,-1.0,-1.0
video_0001,0033,1.0,0.691650390625,0.70528424,0.5399473309516907,test,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0001/0033.mp4,13,asd,True,True,0.4,1.0,0.8
video_0001,0034,-0.8,-0.87060546875,-0.21708325,-0.4662914872169494,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0001/0034.mp4,13,asd,True,True,-0.4,-1.0,-0.6
video_0001,0035,-1.0,-0.970947265625,-0.98568577,-0.9566527605056764,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0001/0035.mp4,10,asd,True,True,-1.0,-1.0,-1.0
video_0002,0001,0.2,0.546875,0.540875,0.3510284423828125,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0001.mp4,32,asd,True,True,0.6,0.6,0.6
video_0002,0002,0.0,0.33062744140625,0.08603099,0.1037918701767921,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0002.mp4,11,asd,True,True,0.0,0.4,0.4
video_0002,0003,0.0,0.08880615234375,0.08790889,0.3431526720523834,test,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0003.mp4,13,single_face,True,True,0.6,-0.6,0.4
video_0002,0004,-1.0,0.59320068359375,-0.574468,-0.1350267380475998,test,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0004.mp4,11,asd,True,True,-0.6,0.4,-0.2
video_0002,0005,0.0,-0.564697265625,-0.8049854,-0.8164308667182922,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0005.mp4,10,asd,True,True,-0.6,-0.8,-0.8
video_0002,0006,-0.8,-0.334869384765625,0.6280414,0.3478785753250122,valid,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0006.mp4,26,asd,True,True,0.6,-0.2,-0.6
video_0002,0007,-0.2,-0.0049934387207031,0.7379687,0.5542693138122559,valid,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0007.mp4,14,asd,True,True,0.6,-0.2,-0.2
video_0002,0008,-1.0,-0.94677734375,-0.944675,-0.7748500108718872,test,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0008.mp4,16,asd,True,True,-1.0,-1.0,-1.0
video_0002,0009,-1.0,-0.52911376953125,-0.84645915,-0.7097979187965393,valid,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0009.mp4,9,asd,True,True,-1.0,-0.6,-1.0
video_0002,0010,0.6,0.162384033203125,0.25411808,-0.2521124482154846,valid,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0010.mp4,16,single_face,True,True,0.2,0.2,0.6
video_0002,0011,-1.0,-0.9329833984375,-0.9837555,-0.8852580785751343,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0011.mp4,16,asd,True,True,-1.0,-1.0,-0.8
video_0002,0012,0.4,-0.720703125,0.76087046,0.4932313561439514,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0012.mp4,16,asd,True,True,0.4,-0.6,0.6
video_0002,0013,0.0,-0.320404052734375,-0.055438597,-0.0164013169705867,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0013.mp4,15,asd,True,True,0.0,-0.4,0.0
video_0002,0014,-0.4,-0.45220947265625,-0.76220995,0.3762054145336151,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0014.mp4,8,asd,True,True,-0.6,-0.2,-0.4
video_0002,0015,-0.2,-0.75030517578125,-0.6891438,0.2769179046154022,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0015.mp4,10,asd,True,True,-0.8,-1.0,0.0
video_0002,0016,-1.0,-0.9505615234375,-0.8044881,-0.968047022819519,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0016.mp4,34,single_face,True,True,-1.0,-1.0,-1.0
video_0002,0017,0.0,-0.1387214660644531,0.095734835,-0.3568142652511596,test,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0017.mp4,19,asd,True,True,0.0,-0.2,-0.4
video_0002,0018,0.0,0.0882415771484375,-0.050862037,0.1679249107837677,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0018.mp4,18,asd,True,True,0.0,0.0,0.0
video_0002,0019,0.2,0.8643798828125,-0.5621546,-0.5075247883796692,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0019.mp4,10,asd,True,True,-0.6,1.0,-0.8
video_0002,0020,0.2,-0.68524169921875,0.3117532,-0.2824901640415191,valid,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0020.mp4,14,single_face,True,True,0.6,0.2,-0.4
video_0002,0021,-0.8,-0.9525146484375,-0.87958264,-0.7076636552810669,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0021.mp4,16,asd,True,True,-1.0,-1.0,-0.8
video_0002,0022,-0.2,-0.6463623046875,-0.54309934,-0.2688035070896148,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0022.mp4,18,asd,True,True,-0.4,-0.6,-0.2
video_0002,0023,-0.6,0.435028076171875,0.04227697,0.7397608757019043,valid,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0023.mp4,18,asd,True,True,-0.2,-1.0,0.8
video_0002,0024,0.6,-0.34100341796875,0.7952685,0.6729344129562378,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0024.mp4,19,asd,True,True,1.0,-0.6,0.6
video_0002,0025,-0.2,0.4967041015625,-0.62196326,-0.5854009389877319,test,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0025.mp4,25,asd,True,True,0.2,-0.6,0.2
video_0002,0026,-0.2,-0.2022705078125,0.8529736,-0.6841412782669067,valid,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0026.mp4,31,center_face,True,True,0.2,-0.2,-0.8
video_0002,0027,0.2,-0.60235595703125,-0.17547101,-0.1488753259181976,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0027.mp4,27,asd,True,True,-0.2,-0.6,-0.4
video_0002,0028,-1.0,0.162872314453125,-0.95871466,-0.3567996621131897,valid,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0028.mp4,21,single_face,True,True,-1.0,-1.0,-1.0
video_0002,0029,-0.6,-0.56268310546875,0.20100848,-0.5847902297973633,test,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0029.mp4,11,asd,True,True,-0.2,0.4,-0.6
video_0002,0030,-1.0,-0.83203125,-0.78652805,-0.1029926091432571,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0030.mp4,17,asd,True,True,-0.6,-1.0,0.0
video_0002,0031,0.8,-0.088165283203125,0.6504572,0.292690634727478,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0031.mp4,21,asd,True,True,0.6,0.8,0.4
video_0002,0032,-1.0,-0.2744140625,-0.20188117,-0.7314788103103638,test,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0032.mp4,20,asd,True,True,-1.0,-1.0,-0.8
video_0002,0033,-1.0,-0.806884765625,-0.9554692,-0.287334144115448,test,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0033.mp4,17,asd,True,True,-0.6,-1.0,-1.0
video_0002,0034,1.0,0.8958740234375,0.30826822,0.2160912603139877,valid,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0034.mp4,17,asd,True,True,0.8,1.0,0.4
video_0002,0035,-0.8,-0.152008056640625,0.24269104,-0.7121660709381104,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0035.mp4,25,asd,True,True,0.2,-0.2,-0.6
video_0002,0036,1.0,-0.228759765625,0.848564,0.6319582462310791,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0036.mp4,27,asd,True,True,1.0,0.6,0.8
video_0002,0037,0.8,-0.2756805419921875,-0.8829183,0.5138682723045349,test,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0037.mp4,10,asd,True,True,0.8,0.8,1.0
video_0002,0038,-1.0,-0.8223876953125,-0.95411164,-0.8666284084320068,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0002/0038.mp4,16,asd,True,True,-1.0,-1.0,-1.0
video_0003,0001,-0.4,-0.763916015625,0.14973947,0.2677295506000519,test,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0003/0001.mp4,12,asd,True,True,0.0,0.8,0.0
video_0003,0002,-1.0,-0.9908447265625,-0.9356012,-0.6896119117736816,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0003/0002.mp4,19,asd,True,True,-1.0,-1.0,-1.0
video_0003,0003,-1.0,-0.74432373046875,-0.95112455,-0.6853057146072388,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0003/0003.mp4,11,asd,True,True,-1.0,-0.8,-1.0
video_0003,0004,-1.0,-0.720947265625,-0.8948289,-0.7179548740386963,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0003/0004.mp4,9,asd,True,True,-0.8,-1.0,-0.6
video_0003,0005,-1.0,-0.9600830078125,-0.8810149,-0.5794965624809265,valid,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0003/0005.mp4,30,asd,True,True,-1.0,-1.0,-0.6
video_0003,0006,-1.0,-0.9630126953125,-0.2467061,0.0470485426485538,test,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0003/0006.mp4,13,asd,True,True,-0.8,-0.8,-0.8
video_0004,0001,0.6,0.8876953125,0.7892472,0.5641674995422363,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0004/0001.mp4,24,asd,True,True,0.8,1.0,0.8
video_0004,0002,-0.8,-0.222320556640625,-0.8468003,-0.788850724697113,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0004/0002.mp4,9,asd,True,True,-1.0,-1.0,-0.8
video_0004,0003,-0.4,0.2294921875,-0.93102527,-0.2409514337778091,test,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0004/0003.mp4,16,single_face,True,True,-1.0,0.6,-0.8
video_0005,0001,-1.0,-0.768157958984375,-0.9222843,-0.8451656699180603,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0005/0001.mp4,6,asd,True,True,-1.0,-1.0,-1.0
video_0005,0002,0.0,0.0445098876953125,0.46652913,0.0998414009809494,test,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0005/0002.mp4,16,asd,True,True,0.0,0.6,-0.2
video_0005,0003,-1.0,-0.4269447326660156,-0.5082914,-0.0620942115783691,valid,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0005/0003.mp4,9,single_face,True,True,-1.0,0.0,-1.0
video_0005,0004,-0.2,-0.87548828125,0.031713165,-0.8516067862510681,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0005/0004.mp4,15,single_face,True,True,-0.2,-0.8,-0.8
video_0005,0005,0.0,-0.014719009399414,-0.21908036,0.1645813137292862,valid,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0005/0005.mp4,17,asd,True,True,0.0,0.0,0.6
video_0005,0006,-1.0,-0.9794921875,-0.91880125,-0.8102503418922424,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0005/0006.mp4,15,single_face,True,True,-1.0,-1.0,-0.6
video_0005,0007,-1.0,0.6002960205078125,-0.65553343,-0.3831573128700256,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0005/0007.mp4,16,single_face,True,True,-1.0,0.6,-0.4
video_0005,0008,0.6,-0.6396484375,0.14178471,0.7655805945396423,valid,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0005/0008.mp4,13,asd,True,True,0.6,0.4,0.8
video_0005,0009,0.6,-0.2696685791015625,0.2395594,0.8113248944282532,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0005/0009.mp4,10,single_face,True,True,0.2,-0.4,1.0
video_0005,0010,-1.0,-0.89306640625,-0.97505695,-0.7467262744903564,test,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0005/0010.mp4,7,single_face,True,True,-1.0,-1.0,-0.8
video_0005,0011,-1.0,0.396728515625,-0.906676,0.2401349395513534,valid,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0005/0011.mp4,7,asd,True,True,-1.0,-1.0,0.0
video_0005,0012,-1.0,-0.878662109375,-0.9756583,-0.5133816599845886,test,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0005/0012.mp4,11,asd,True,True,-1.0,-1.0,-0.8
video_0005,0013,-1.0,-0.5382003784179688,-0.75310194,-0.3168780207633972,valid,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0005/0013.mp4,13,single_face,True,True,-0.6,-1.0,-0.2
video_0005,0014,1.0,0.04974365234375,0.55340314,0.4337552785873413,valid,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0005/0014.mp4,13,single_face,True,True,0.6,1.0,0.6
video_0005,0015,-0.2,-0.7803955078125,-0.961416,0.5286933779716492,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0005/0015.mp4,11,single_face,True,True,-0.6,-1.0,0.6
video_0005,0016,-0.8,-0.68109130859375,0.23761266,-0.2935772836208343,valid,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0005/0016.mp4,17,asd,True,True,-0.2,-0.2,-0.6
video_0005,0017,-1.0,-0.78466796875,-0.9771879,-0.5865632891654968,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0005/0017.mp4,7,single_face,True,True,-1.0,-0.8,-1.0
video_0006,0001,1.0,0.4373245239257812,0.878308,0.5696560144424438,valid,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0006/0001.mp4,10,asd,True,True,1.0,1.0,0.2
video_0006,0002,1.0,-0.56512451171875,0.70194197,-0.224503755569458,valid,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0006/0002.mp4,12,asd,True,True,1.0,1.0,0.6
video_0006,0003,-1.0,-0.668701171875,-0.9674455,-0.5784528255462646,valid,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0006/0003.mp4,9,asd,True,True,-1.0,-1.0,-1.0
video_0006,0004,0.0,-0.5930633544921875,0.24194506,0.6995801329612732,test,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0006/0004.mp4,17,asd,True,True,-0.2,-1.0,1.0
video_0006,0005,1.0,0.11517333984375,0.7848419,0.623292088508606,valid,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0006/0005.mp4,8,asd,True,True,0.4,1.0,0.6
video_0006,0006,-1.0,-0.185150146484375,-0.52841693,-0.7684328556060791,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0006/0006.mp4,12,asd,True,True,-0.4,0.0,-1.0
video_0006,0007,-0.2,-0.8812255859375,-0.93599904,-0.3854602873325348,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0006/0007.mp4,12,asd,True,True,-1.0,-1.0,-0.6
video_0006,0008,-1.0,-0.9312744140625,-0.73492545,-0.8267012238502502,valid,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0006/0008.mp4,15,asd,True,True,-0.2,-1.0,-1.0
video_0006,0009,1.0,-0.9664306640625,0.8322884,0.790362536907196,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0006/0009.mp4,15,asd,True,True,1.0,-1.0,1.0
video_0006,0010,1.0,0.979736328125,0.93759584,-0.09388417750597,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0006/0010.mp4,8,asd,True,True,1.0,1.0,0.4
video_0006,0011,1.0,0.9271240234375,0.7297659,0.4527915716171264,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0006/0011.mp4,20,asd,True,True,0.6,1.0,0.8
video_0006,0012,-0.6,-0.6928176879882812,-0.8978732,-0.3472955822944641,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0006/0012.mp4,14,asd,True,True,-1.0,-1.0,-0.8
video_0006,0013,0.2,-0.365142822265625,-0.55560863,0.3230548202991485,test,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0006/0013.mp4,19,asd,True,True,0.8,0.0,0.6
video_0006,0014,1.0,0.3421630859375,0.8208823,0.524133026599884,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0006/0014.mp4,10,asd,True,True,1.0,0.6,1.0
video_0006,0015,-1.0,-0.9710693359375,-0.92705053,-0.913419544696808,test,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0006/0015.mp4,23,asd,True,True,-1.0,-1.0,-1.0
video_0006,0016,-1.0,-0.4803466796875,-0.94097674,-0.6799461245536804,test,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0006/0016.mp4,9,asd,True,True,-1.0,-1.0,-0.4
video_0006,0017,1.0,0.95361328125,0.6904049,0.1291221380233764,valid,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0006/0017.mp4,9,asd,True,True,0.2,1.0,0.8
video_0006,0018,-1.0,-0.948486328125,-0.98451316,-0.8557043671607971,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0006/0018.mp4,11,asd,True,True,-1.0,-1.0,-1.0
video_0006,0019,-1.0,-0.74560546875,-0.69236845,-0.7012648582458496,valid,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0006/0019.mp4,6,asd,True,True,-0.6,-1.0,-1.0
video_0006,0020,-0.6,-0.9013671875,-0.89597416,-0.3027330636978149,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0006/0020.mp4,15,asd,True,True,-1.0,-1.0,-0.2
video_0006,0021,-1.0,-0.6041259765625,-0.78316563,-0.7172208428382874,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0006/0021.mp4,14,asd,True,True,-1.0,-0.6,-1.0
video_0006,0022,-1.0,-0.874755859375,-0.98874265,-0.9002528190612793,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0006/0022.mp4,8,asd,True,True,-1.0,-1.0,-1.0
video_0007,0001,1.0,0.4331512451171875,0.70598346,0.145912230014801,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0007/0001.mp4,16,single_face,True,True,0.4,1.0,0.4
video_0007,0002,-0.8,-0.7513427734375,-0.17126271,0.0117250187322497,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0007/0002.mp4,12,asd,True,True,-0.2,-1.0,0.0
video_0007,0003,-1.0,-0.1927070617675781,-0.92752427,-0.916619598865509,valid,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0007/0003.mp4,6,asd,True,True,-1.0,-0.2,-1.0
video_0007,0004,-1.0,-0.65313720703125,0.067158,-0.881711483001709,test,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0007/0004.mp4,10,asd,True,True,-1.0,-1.0,-1.0
video_0007,0005,-1.0,-0.38250732421875,-0.9614312,-0.9779126048088074,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0007/0005.mp4,14,asd,True,True,-1.0,-1.0,-1.0
video_0007,0006,1.0,0.927490234375,0.68160856,0.4982518255710602,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0007/0006.mp4,18,asd,True,True,0.8,1.0,0.6
video_0007,0007,-1.0,-0.3610992431640625,-0.67841864,-0.7452689409255981,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0007/0007.mp4,11,asd,True,True,-0.6,-1.0,-0.8
video_0007,0008,1.0,0.79888916015625,0.49625167,0.8490257263183594,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0007/0008.mp4,11,asd,True,True,0.6,1.0,0.8
video_0007,0009,-1.0,-0.9163818359375,-0.98903835,-0.6001006364822388,train,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0007/0009.mp4,10,asd,True,True,-1.0,-1.0,-0.8
video_0007,0010,-1.0,0.4698333740234375,-0.3678891,-0.3980450332164764,valid,/content/datasets/CH-SIMS-V2/ch-simsv2s/Raw/video_0007/0010.mp4,14,asd,True,True,-0.2,-1.0,-0.8
